인천,연무,3.2,9,9,6.3,2.3,2.6, , ,76,남남동,,1013.4
임실, ,3.3, , ,7.4,2.8,6.0, , ,73,남동,,1016.4
장수, ,7.5, , ,8.4,-1.7,7.6, , ,49,남,,1016.2
장흥, ,4.8, , ,6.7,4.5,6.7, , ,86,서,,1017.0
전주,연무,6.4,9,0,9.6,2.4,8.5, , ,61,남동,,1015.7
정선군, ,18.6, , ,2.0,-9.9,2.0, , ,41,동북동,,1017.9
정읍, ,10.4, , ,9.9,1.2,9.9, , ,55,남서,,1015.8
제주,흐림,10.0,10,10,11.3,1.5,11.3, , ,51,남남서,,1017.4
제천, ,17.0, , ,4.5,-7.0,4.5, , ,43,남동,,1016.7
진도군, ,9.5, , ,10.1,5.8,9.9, , ,75,남,,1016.0
진주, ,10.5, , ,3.8,-1.9,3.8, , ,66,서,,1018.2
창원,연무,8.3,9,0,6.9,-2.0,6.9, , ,53,동,,1017.3
천안, ,12.2, , ,6.0,-3.1,5.1, , ,52,동,,1015.8
철원, ,20 이상, , ,4.0,-3.7,4.0, , ,57,북,,1014.6
청송군, ,20 이상, , ,2.7,-6.9,2.7, , ,49,북,,1017.5
청주,연무,8.5,9,0,7.4,-3.7,7.4, , ,45,남,,1015.6
추풍령, ,20 이상, , ,4.7,-7.7,4.7, , ,40,남서,,1017.0
춘천, ,17.8, , ,1.2,-7.5,1.2, , ,52,정온,,1016.2
충주, ,8.9, , ,3.5,-5.4,3.5, , ,52,정온,,1016.2
태백, ,20 이상, , ,6.8,-16.6,4.1, , ,17,남남서,,1014.4
통영, ,3.6, , ,8.6,5.6,7.8, , ,82,남남동,,1017.7
파주,흐림,16.8,9,8,3.4,-2.3,3.4, , ,66,남남동,,1014.6
포항,흐림,17.8,9,0,9.0,-6.0,8.0, , ,34,남남서,,1016.9
함양군, ,20 이상, , ,2.4,-10.1,2.4, , ,39,정온,,1018.1
합천, ,16.9, , ,4.3,-5.2,4.3, , ,50,정온,,1017.2
해남, ,8.5, , ,9.8,4.1,9.8, , ,68,남남서,,1017.3
홍성,박무,5.8,8,0,8.7,3.7,7.6, , ,71,남남서,,1014.8
홍천, ,20 이상, , ,1.3,-7.2,1.3, , ,53,동북동,,1016.8
흑산도,구름많음,14.8,8,0,9.8,6.1,6.2, , ,78,남,,1014.9
